clustering_method,distance_method,route_run_id,route_pair,route_pair_label,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,route_distance_km,total_weighted_score,path_nodes,direct_cluster_number,hierarchical_jaccard_cluster,hierarchical_jaccard_cluster_source,representative_route_run_id,representative_mean_frechet_miles,cluster_size,cluster_weight_space_percent,merged_cluster_id,source_jaccard_clusters
hierarchical_jaccard,jaccard,stl_st_louis_downtown_airport_to_st_louis_lambert_2026-01-12_0025,st_louis_downtown_airport_to_st_louis_lambert,St. Louis Downtown Airport to St. Louis Lambert,w_0025,0.0,0.2,0.3,0.5,35.0695243590648,26.98219836247526,40,1,hier_jaccard_001,hier_jaccard_005,stl_st_louis_downtown_airport_to_st_louis_lambert_2026-01-12_0025,0.5511677543423484,235,88.01498127340824,frechet_merged_001,"hier_jaccard_001, hier_jaccard_002, hier_jaccard_003, hier_jaccard_006"
hierarchical_jaccard,jaccard,stl_st_louis_downtown_airport_to_st_louis_lambert_2026-01-12_0119,st_louis_downtown_airport_to_st_louis_lambert,St. Louis Downtown Airport to St. Louis Lambert,w_0119,0.1,0.8,0.0,0.1,41.77074742931658,16.059358768896814,55,4,hier_jaccard_004,hier_jaccard_002,stl_st_louis_downtown_airport_to_st_louis_lambert_2026-01-12_0119,0.49060316421163697,32,11.985018726591761,frechet_merged_002,hier_jaccard_004
