clustering_method,distance_method,route_run_id,route_pair,route_pair_label,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,route_distance_km,total_weighted_score,path_nodes,direct_cluster_number,hierarchical_jaccard_cluster,hierarchical_jaccard_cluster_source
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0067,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0067,0.1,0.0,0.0,0.9,71.90057520712594,49.49312327714821,96,9,hier_jaccard_009,hier_jaccard_014
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0068,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0068,0.1,0.0,0.1,0.8,74.03140288635615,48.167149091274055,96,9,hier_jaccard_009,hier_jaccard_014
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0077,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0077,0.1,0.1,0.0,0.8,74.42461752704692,47.89368615676638,97,8,hier_jaccard_008,hier_jaccard_010
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0078,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0078,0.1,0.1,0.1,0.7,78.15920158164329,46.820421700986685,97,2,hier_jaccard_002,hier_jaccard_002
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0086,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0086,0.1,0.2,0.0,0.7,74.42461752704692,45.296461856285696,97,8,hier_jaccard_008,hier_jaccard_010
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0087,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0087,0.1,0.2,0.1,0.6,77.09605524319325,44.586543681989255,97,2,hier_jaccard_002,hier_jaccard_002
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0094,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0094,0.1,0.3,0.0,0.6,74.42461752704692,42.69923755580501,97,8,hier_jaccard_008,hier_jaccard_010
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0095,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0095,0.1,0.3,0.1,0.5,76.5619026002047,41.97543469512483,97,2,hier_jaccard_002,hier_jaccard_002
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0108,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0108,0.1,0.5,0.1,0.3,77.00651971953641,35.48496730863589,101,5,hier_jaccard_005,hier_jaccard_005
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0113,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0113,0.1,0.6,0.1,0.2,77.00601612873963,31.717653229333013,101,5,hier_jaccard_005,hier_jaccard_005
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0122,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0122,0.2,0.0,0.0,0.8,71.90057520712594,52.78624655429639,96,9,hier_jaccard_009,hier_jaccard_014
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0123,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0123,0.2,0.0,0.1,0.7,72.43669752602898,51.61689292774254,96,9,hier_jaccard_009,hier_jaccard_014
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0124,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0124,0.2,0.0,0.2,0.6,73.51307854427678,50.05050689755815,96,4,hier_jaccard_004,hier_jaccard_006
