clustering_method,distance_method,route_run_id,route_pair,route_pair_label,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,route_distance_km,total_weighted_score,path_nodes,direct_cluster_number,hierarchical_jaccard_cluster,hierarchical_jaccard_cluster_source,representative_route_run_id,representative_mean_frechet_miles,cluster_size,cluster_weight_space_percent,merged_cluster_id,source_jaccard_clusters
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0147,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0147,0.2,0.3,0.1,0.4,73.89841470417085,45.47566961632142,97,2,hier_jaccard_002,hier_jaccard_002,stl_midamerica_to_st_louis_lambert_2026-01-12_0147,1.5181081532535625,34,22.516556291390728,frechet_merged_001,hier_jaccard_002
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0226,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0226,0.4,0.4,0.0,0.2,73.20963090489165,49.12283602550907,98,3,hier_jaccard_003,hier_jaccard_003,stl_midamerica_to_st_louis_lambert_2026-01-12_0226,0.9885660516744011,26,17.218543046357617,frechet_merged_002,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0256,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0256,0.6,0.0,0.3,0.1,71.92629819993202,61.1638261029437,96,4,hier_jaccard_004,hier_jaccard_006,stl_midamerica_to_st_louis_lambert_2026-01-12_0256,2.225290707252739,25,16.556291390728475,frechet_merged_003,hier_jaccard_004
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0190,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0190,0.3,0.3,0.1,0.3,72.30828212957256,48.5832118333563,97,5,hier_jaccard_005,hier_jaccard_005,stl_midamerica_to_st_louis_lambert_2026-01-12_0190,0.8436924695233059,24,15.894039735099337,frechet_merged_004,hier_jaccard_005
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0183,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0183,0.3,0.2,0.0,0.5,72.29260468015718,52.14938056079359,97,8,hier_jaccard_008,hier_jaccard_010,stl_midamerica_to_st_louis_lambert_2026-01-12_0183,0.6239213250120216,15,9.933774834437086,frechet_merged_005,hier_jaccard_008
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0067,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0067,0.1,0.0,0.0,0.9,71.90057520712594,49.49312327714821,96,9,hier_jaccard_009,hier_jaccard_014,stl_midamerica_to_st_louis_lambert_2026-01-12_0067,0.5996721269716799,15,9.933774834437086,frechet_merged_006,hier_jaccard_009
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_lambert_2026-01-12_0237,midamerica_to_st_louis_lambert,MidAmerica to St. Louis Lambert,w_0237,0.5,0.0,0.5,0.0,73.315997479373,51.36490725390247,97,10,hier_jaccard_010,hier_jaccard_009,stl_midamerica_to_st_louis_lambert_2026-01-12_0237,0.8747853339779162,12,7.947019867549669,frechet_merged_007,hier_jaccard_010
