clustering_method,distance_method,route_run_id,route_pair,route_pair_label,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,route_distance_km,total_weighted_score,path_nodes,direct_cluster_number,hierarchical_jaccard_cluster,hierarchical_jaccard_cluster_source
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0067,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0067,0.1,0.0,0.0,0.9,46.683328700980354,25.4778022211132,67,11,hier_jaccard_011,hier_jaccard_019
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0068,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0068,0.1,0.0,0.1,0.8,50.42287313406991,24.10743676374193,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0069,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0069,0.1,0.0,0.2,0.7,52.021477014890245,22.240286653150307,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0070,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0070,0.1,0.0,0.3,0.6,52.55477764828831,20.325220226110908,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0071,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0071,0.1,0.0,0.4,0.5,52.02298156717665,18.3724708587558,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0072,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0072,0.1,0.0,0.5,0.4,52.02298156717665,16.314222185901997,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0073,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0073,0.1,0.0,0.6,0.3,52.02298156717665,14.2559735130482,67,7,hier_jaccard_007,hier_jaccard_003
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0074,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0074,0.1,0.0,0.7,0.2,51.49275186612879,12.182957229369991,67,2,hier_jaccard_002,hier_jaccard_001
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0075,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0075,0.1,0.0,0.8,0.1,55.113803343138855,9.732523693305732,71,2,hier_jaccard_002,hier_jaccard_001
hierarchical_jaccard,jaccard,stl_midamerica_to_st_louis_union_station_2025-07-14_0077,midamerica_to_st_louis_union_station,MidAmerica to St. Louis Union Station,w_0077,0.1,0.1,0.0,0.8,50.26499556893611,25.05124017127677,68,6,hier_jaccard_006,hier_jaccard_006
