route_run_id,route_pair,route_pair_label,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,route_distance_km,total_weighted_score,path_nodes,dbscan_cluster,dbscan_cluster_source
chi_clow_to_ohare_0210,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0210,0.4,0.1,0.0,0.5,51.94112549695459,46.76818335870316,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0211,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0211,0.4,0.1,0.1,0.4,51.94112549695564,49.61432952447572,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0212,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0212,0.4,0.1,0.2,0.3,51.94112549695298,52.27108478855944,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0213,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0213,0.4,0.1,0.3,0.2,51.94112549695298,54.021720667722,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0214,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0214,0.4,0.1,0.4,0.1,51.94112549695298,55.77235654688457,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0215,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0215,0.4,0.1,0.5,0.0,51.9411254969527,57.51163081725812,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0216,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0216,0.4,0.2,0.0,0.4,51.94112549695482,49.30207953666007,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0217,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0217,0.4,0.2,0.1,0.3,51.94112549695056,51.860176141994174,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0218,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0218,0.4,0.2,0.2,0.2,51.94112549695111,53.77816625312023,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0219,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0219,0.4,0.2,0.3,0.1,51.94112549695298,55.57167015871861,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0220,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0220,0.4,0.2,0.4,0.0,51.9411254969527,57.31321675084993,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0221,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0221,0.4,0.3,0.0,0.3,51.94112549695134,51.241975512621,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0222,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0222,0.4,0.3,0.1,0.2,51.94112549695111,53.3074153091698,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0223,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0223,0.4,0.3,0.2,0.1,51.94112549695111,55.2240045924555,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0224,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0224,0.4,0.3,0.3,0.0,51.94112549695242,57.1135344389244,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0225,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0225,0.4,0.4,0.0,0.2,53.2340187157672,52.30133573031449,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0226,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0226,0.4,0.4,0.1,0.1,53.2340187157667,54.54811765160438,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0227,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0227,0.4,0.4,0.2,0.0,52.94112549695271,56.57719096152459,87,dbscan_002,dbscan_007
chi_clow_to_ohare_0228,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0228,0.4,0.5,0.0,0.1,53.23401871576665,53.13229841557877,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0229,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0229,0.4,0.5,0.1,0.0,53.23401871576748,55.3392067249752,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0230,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0230,0.4,0.6,0.0,0.0,53.23401871576253,53.87963493908165,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0231,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0231,0.5,0.0,0.0,0.5,51.94112549694981,48.75798765426447,85,dbscan_005,dbscan_noise_021
chi_clow_to_ohare_0232,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0232,0.5,0.0,0.1,0.4,51.94112549695485,51.495585277158845,85,dbscan_004,dbscan_003
chi_clow_to_ohare_0233,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0233,0.5,0.0,0.2,0.3,51.94112549695485,54.19740892389952,85,dbscan_004,dbscan_003
chi_clow_to_ohare_0234,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0234,0.5,0.0,0.3,0.2,51.9411254969601,56.23302884735658,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0235,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0235,0.5,0.0,0.4,0.1,51.9411254969601,57.76269540135585,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0236,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0236,0.5,0.0,0.5,0.0,51.94112549695615,59.23327314967008,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0237,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0237,0.5,0.1,0.0,0.4,51.94112549695459,51.65391737163542,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0238,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0238,0.5,0.1,0.1,0.3,51.94112549695564,54.49776998446458,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0239,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0239,0.5,0.1,0.2,0.2,51.94112549695298,56.64374821904757,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0240,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0240,0.5,0.1,0.3,0.1,51.94112549695298,58.39438409821015,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0241,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0241,0.5,0.1,0.4,0.0,51.9411254969527,60.13593069034143,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0242,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0242,0.5,0.2,0.0,0.3,51.94112549695482,54.08642314188248,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0243,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0243,0.5,0.2,0.1,0.2,51.94112549695111,56.26199915554879,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0244,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0244,0.5,0.2,0.2,0.1,51.94112549695111,58.178588438834495,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0245,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0245,0.5,0.2,0.3,0.0,51.9411254969527,59.93751662393324,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0246,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0246,0.5,0.3,0.0,0.2,51.94112549695134,55.64536475061456,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0247,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0247,0.5,0.3,0.1,0.1,51.94112549695111,57.70783749488408,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0248,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0248,0.5,0.3,0.2,0.0,51.94112549695216,59.61502381195479,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0249,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0249,0.5,0.4,0.0,0.1,53.23401871576665,56.699737800214685,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0250,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0250,0.5,0.4,0.1,0.0,53.23401871576748,58.897627009213096,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0251,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0251,0.5,0.5,0.0,0.0,53.23401871576253,57.447074323716976,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0252,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0252,0.6,0.0,0.0,0.4,51.94112549694981,53.69755894784397,85,dbscan_005,dbscan_noise_021
chi_clow_to_ohare_0253,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0253,0.6,0.0,0.1,0.3,51.94112549695485,56.42800177550904,85,dbscan_004,dbscan_003
chi_clow_to_ohare_0254,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0254,0.6,0.0,0.2,0.2,51.9411254969601,59.06572528072088,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0255,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0255,0.6,0.0,0.3,0.1,51.9411254969601,60.59539183472016,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0256,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0256,0.6,0.0,0.4,0.0,51.94112549695615,62.07778734417027,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0257,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0257,0.6,0.1,0.0,0.3,51.94112549695459,56.53965138456769,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0258,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0258,0.6,0.1,0.1,0.2,51.94112549695111,59.2165830019278,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0259,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0259,0.6,0.1,0.2,0.1,51.94112549695298,61.01641164953572,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0260,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0260,0.6,0.1,0.3,0.0,51.9411254969527,62.76023056342474,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0261,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0261,0.6,0.2,0.0,0.2,51.94112549695134,58.64659838246874,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0262,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0262,0.6,0.2,0.1,0.1,51.94112549695111,60.66242134126307,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0263,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0263,0.6,0.2,0.2,0.0,51.94112549695242,62.56097100000485,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0264,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0264,0.6,0.3,0.0,0.1,51.94112549695134,60.0487539886081,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0265,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0265,0.6,0.3,0.1,0.0,51.94112549695216,62.10355819749137,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0266,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0266,0.6,0.4,0.0,0.0,53.23401871576253,61.0145137083523,88,dbscan_002,dbscan_007
chi_clow_to_ohare_0267,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0267,0.7,0.0,0.0,0.3,51.94112549694981,58.637130241423485,85,dbscan_005,dbscan_noise_021
chi_clow_to_ohare_0268,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0268,0.7,0.0,0.1,0.2,51.94112549695485,61.36041827385923,85,dbscan_004,dbscan_003
chi_clow_to_ohare_0269,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0269,0.7,0.0,0.2,0.1,51.9411254969601,63.42808826808445,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0270,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0270,0.7,0.0,0.3,0.0,51.94112549695615,64.92230153867047,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0271,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0271,0.7,0.1,0.0,0.2,51.94112549695482,61.37896182941458,85,dbscan_003,dbscan_005
chi_clow_to_ohare_0272,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0272,0.7,0.1,0.1,0.1,51.94112549695111,63.617005187642064,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0273,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0273,0.7,0.1,0.2,0.0,51.9411254969527,65.38453043650804,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0274,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0274,0.7,0.2,0.0,0.1,51.94112549695134,63.04998762046229,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0275,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0275,0.7,0.2,0.1,0.0,51.94112549695216,65.0581420438705,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0276,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0276,0.7,0.3,0.0,0.0,51.941125496946285,64.42711637693195,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0277,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0277,0.8,0.0,0.0,0.2,51.94112549694981,63.57670153500301,85,dbscan_005,dbscan_noise_021
chi_clow_to_ohare_0278,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0278,0.8,0.0,0.1,0.1,51.9411254969601,66.26078470144876,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0279,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0279,0.8,0.0,0.2,0.0,51.94112549695615,67.76681573317066,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0280,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0280,0.8,0.1,0.0,0.1,51.94112549695134,66.05122125231648,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0281,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0281,0.8,0.1,0.1,0.0,51.94112549695242,68.00840756108532,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0282,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0282,0.8,0.2,0.0,0.0,51.941125496946285,67.436692292007,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0283,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0283,0.9,0.0,0.0,0.1,51.94112549694981,68.51627282858252,85,dbscan_005,dbscan_noise_021
chi_clow_to_ohare_0284,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0284,0.9,0.0,0.1,0.0,51.94112549695615,70.61132992767085,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0285,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0285,0.9,0.1,0.0,0.0,51.941125496946285,70.44626820708204,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0286,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0286,1.0,0.0,0.0,0.0,51.94112549692966,73.45584412213354,85,dbscan_001,dbscan_006
chi_clow_to_ohare_0287,clow_to_ohare,Clow International Airport to O'Hare International Airport,w_0287,0.25,0.25,0.25,0.25,51.94112549695111,48.85874678585931,85,dbscan_001,dbscan_006
