route_run_id,route_pair,route_pair_label,route_variant,traffic_dataset,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,barycentric_x,barycentric_y,barycentric_z
chi_clow_to_ohare_0001,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_043,ohare_2026-03-07_1s_15nm_bbox,w_0001,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0
chi_clow_to_ohare_0002,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_044,ohare_2026-03-07_1s_15nm_bbox,w_0002,0.0,0.0,0.1,0.9,-1.0,-0.8,0.8
chi_clow_to_ohare_0003,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_045,ohare_2026-03-07_1s_15nm_bbox,w_0003,0.0,0.0,0.2,0.8,-1.0,-0.6000000000000001,0.6000000000000001
chi_clow_to_ohare_0004,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_046,ohare_2026-03-07_1s_15nm_bbox,w_0004,0.0,0.0,0.3,0.7,-1.0,-0.39999999999999997,0.39999999999999997
chi_clow_to_ohare_0005,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_047,ohare_2026-03-07_1s_15nm_bbox,w_0005,0.0,0.0,0.4,0.6,-1.0,-0.19999999999999996,0.19999999999999996
chi_clow_to_ohare_0006,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_048,ohare_2026-03-07_1s_15nm_bbox,w_0006,0.0,0.0,0.5,0.5,-1.0,0.0,0.0
chi_clow_to_ohare_0007,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_049,ohare_2026-03-07_1s_15nm_bbox,w_0007,0.0,0.0,0.6,0.4,-1.0,0.19999999999999996,-0.19999999999999996
chi_clow_to_ohare_0008,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_050,ohare_2026-03-07_1s_15nm_bbox,w_0008,0.0,0.0,0.7,0.3,-1.0,0.39999999999999997,-0.39999999999999997
chi_clow_to_ohare_0009,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_051,ohare_2026-03-07_1s_15nm_bbox,w_0009,0.0,0.0,0.8,0.2,-1.0,0.6000000000000001,-0.6000000000000001
chi_clow_to_ohare_0010,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_052,ohare_2026-03-07_1s_15nm_bbox,w_0010,0.0,0.0,0.9,0.1,-1.0,0.8,-0.8
chi_clow_to_ohare_0011,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_053,ohare_2026-03-07_1s_15nm_bbox,w_0011,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0
chi_clow_to_ohare_0012,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_054,ohare_2026-03-07_1s_15nm_bbox,w_0012,0.0,0.1,0.0,0.9,-0.8,-1.0,0.8
chi_clow_to_ohare_0013,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_055,ohare_2026-03-07_1s_15nm_bbox,w_0013,0.0,0.1,0.1,0.8,-0.8,-0.8,0.6000000000000001
chi_clow_to_ohare_0014,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_056,ohare_2026-03-07_1s_15nm_bbox,w_0014,0.0,0.1,0.2,0.7,-0.7999999999999999,-0.6,0.3999999999999999
chi_clow_to_ohare_0015,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_057,ohare_2026-03-07_1s_15nm_bbox,w_0015,0.0,0.1,0.3,0.6,-0.7999999999999999,-0.4,0.19999999999999996
chi_clow_to_ohare_0016,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_058,ohare_2026-03-07_1s_15nm_bbox,w_0016,0.0,0.1,0.4,0.5,-0.8,-0.19999999999999996,0.0
chi_clow_to_ohare_0017,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_059,ohare_2026-03-07_1s_15nm_bbox,w_0017,0.0,0.1,0.5,0.4,-0.8,0.0,-0.19999999999999996
chi_clow_to_ohare_0018,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_060,ohare_2026-03-07_1s_15nm_bbox,w_0018,0.0,0.1,0.6,0.3,-0.8,0.2,-0.39999999999999997
chi_clow_to_ohare_0019,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_061,ohare_2026-03-07_1s_15nm_bbox,w_0019,0.0,0.1,0.7,0.2,-0.8,0.39999999999999997,-0.5999999999999999
chi_clow_to_ohare_0020,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_062,ohare_2026-03-07_1s_15nm_bbox,w_0020,0.0,0.1,0.8,0.1,-0.8,0.6000000000000001,-0.8
chi_clow_to_ohare_0021,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_063,ohare_2026-03-07_1s_15nm_bbox,w_0021,0.0,0.1,0.9,0.0,-0.8,0.8,-1.0
chi_clow_to_ohare_0022,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_064,ohare_2026-03-07_1s_15nm_bbox,w_0022,0.0,0.2,0.0,0.8,-0.6000000000000001,-1.0,0.6000000000000001
chi_clow_to_ohare_0023,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_065,ohare_2026-03-07_1s_15nm_bbox,w_0023,0.0,0.2,0.1,0.7,-0.6,-0.7999999999999999,0.3999999999999999
chi_clow_to_ohare_0024,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_066,ohare_2026-03-07_1s_15nm_bbox,w_0024,0.0,0.2,0.2,0.6,-0.6,-0.6,0.19999999999999996
chi_clow_to_ohare_0025,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_067,ohare_2026-03-07_1s_15nm_bbox,w_0025,0.0,0.2,0.3,0.5,-0.6,-0.4,0.0
chi_clow_to_ohare_0026,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_068,ohare_2026-03-07_1s_15nm_bbox,w_0026,0.0,0.2,0.4,0.4,-0.6000000000000001,-0.2,-0.20000000000000007
chi_clow_to_ohare_0027,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_069,ohare_2026-03-07_1s_15nm_bbox,w_0027,0.0,0.2,0.5,0.3,-0.6,0.0,-0.39999999999999997
chi_clow_to_ohare_0028,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_070,ohare_2026-03-07_1s_15nm_bbox,w_0028,0.0,0.2,0.6,0.2,-0.6,0.19999999999999996,-0.6000000000000001
chi_clow_to_ohare_0029,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_071,ohare_2026-03-07_1s_15nm_bbox,w_0029,0.0,0.2,0.7,0.1,-0.6,0.3999999999999999,-0.7999999999999999
chi_clow_to_ohare_0030,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_072,ohare_2026-03-07_1s_15nm_bbox,w_0030,0.0,0.2,0.8,0.0,-0.6000000000000001,0.6000000000000001,-1.0
chi_clow_to_ohare_0031,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_073,ohare_2026-03-07_1s_15nm_bbox,w_0031,0.0,0.3,0.0,0.7,-0.39999999999999997,-1.0,0.39999999999999997
chi_clow_to_ohare_0032,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_025,ohare_2026-03-07_1s_15nm_bbox,w_0032,0.0,0.3,0.1,0.6,-0.4,-0.7999999999999999,0.19999999999999996
chi_clow_to_ohare_0033,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_074,ohare_2026-03-07_1s_15nm_bbox,w_0033,0.0,0.3,0.2,0.5,-0.4,-0.6,0.0
chi_clow_to_ohare_0034,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_075,ohare_2026-03-07_1s_15nm_bbox,w_0034,0.0,0.3,0.3,0.4,-0.4,-0.4,-0.19999999999999996
chi_clow_to_ohare_0035,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_026,ohare_2026-03-07_1s_15nm_bbox,w_0035,0.0,0.3,0.4,0.3,-0.4,-0.19999999999999996,-0.39999999999999997
chi_clow_to_ohare_0036,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_076,ohare_2026-03-07_1s_15nm_bbox,w_0036,0.0,0.3,0.5,0.2,-0.4,0.0,-0.6000000000000001
chi_clow_to_ohare_0037,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_077,ohare_2026-03-07_1s_15nm_bbox,w_0037,0.0,0.3,0.6,0.1,-0.4,0.19999999999999998,-0.7999999999999999
chi_clow_to_ohare_0038,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_078,ohare_2026-03-07_1s_15nm_bbox,w_0038,0.0,0.3,0.7,0.0,-0.39999999999999997,0.39999999999999997,-1.0
chi_clow_to_ohare_0039,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_017,ohare_2026-03-07_1s_15nm_bbox,w_0039,0.0,0.4,0.0,0.6,-0.19999999999999996,-1.0,0.19999999999999996
chi_clow_to_ohare_0040,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_025,ohare_2026-03-07_1s_15nm_bbox,w_0040,0.0,0.4,0.1,0.5,-0.19999999999999996,-0.8,0.0
chi_clow_to_ohare_0041,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_079,ohare_2026-03-07_1s_15nm_bbox,w_0041,0.0,0.4,0.2,0.4,-0.2,-0.6000000000000001,-0.20000000000000007
chi_clow_to_ohare_0042,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_027,ohare_2026-03-07_1s_15nm_bbox,w_0042,0.0,0.4,0.3,0.3,-0.19999999999999996,-0.4,-0.39999999999999997
chi_clow_to_ohare_0043,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_027,ohare_2026-03-07_1s_15nm_bbox,w_0043,0.0,0.4,0.4,0.2,-0.2,-0.2,-0.6000000000000001
chi_clow_to_ohare_0044,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_026,ohare_2026-03-07_1s_15nm_bbox,w_0044,0.0,0.4,0.5,0.1,-0.19999999999999998,-2.7755575615628914e-17,-0.8
chi_clow_to_ohare_0045,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_080,ohare_2026-03-07_1s_15nm_bbox,w_0045,0.0,0.4,0.6,0.0,-0.19999999999999996,0.19999999999999996,-1.0
chi_clow_to_ohare_0046,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_017,ohare_2026-03-07_1s_15nm_bbox,w_0046,0.0,0.5,0.0,0.5,0.0,-1.0,0.0
chi_clow_to_ohare_0047,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_028,ohare_2026-03-07_1s_15nm_bbox,w_0047,0.0,0.5,0.1,0.4,0.0,-0.8,-0.19999999999999996
chi_clow_to_ohare_0048,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_081,ohare_2026-03-07_1s_15nm_bbox,w_0048,0.0,0.5,0.2,0.3,0.0,-0.6,-0.39999999999999997
chi_clow_to_ohare_0049,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_082,ohare_2026-03-07_1s_15nm_bbox,w_0049,0.0,0.5,0.3,0.2,0.0,-0.4,-0.6000000000000001
chi_clow_to_ohare_0050,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_029,ohare_2026-03-07_1s_15nm_bbox,w_0050,0.0,0.5,0.4,0.1,-2.7755575615628914e-17,-0.19999999999999998,-0.8
chi_clow_to_ohare_0051,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_083,ohare_2026-03-07_1s_15nm_bbox,w_0051,0.0,0.5,0.5,0.0,0.0,0.0,-1.0
chi_clow_to_ohare_0052,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_017,ohare_2026-03-07_1s_15nm_bbox,w_0052,0.0,0.6,0.0,0.4,0.19999999999999996,-1.0,-0.19999999999999996
chi_clow_to_ohare_0053,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_028,ohare_2026-03-07_1s_15nm_bbox,w_0053,0.0,0.6,0.1,0.3,0.2,-0.8,-0.39999999999999997
chi_clow_to_ohare_0054,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_084,ohare_2026-03-07_1s_15nm_bbox,w_0054,0.0,0.6,0.2,0.2,0.19999999999999996,-0.6,-0.6000000000000001
chi_clow_to_ohare_0055,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_029,ohare_2026-03-07_1s_15nm_bbox,w_0055,0.0,0.6,0.3,0.1,0.19999999999999998,-0.4,-0.7999999999999999
chi_clow_to_ohare_0056,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_030,ohare_2026-03-07_1s_15nm_bbox,w_0056,0.0,0.6,0.4,0.0,0.19999999999999996,-0.19999999999999996,-1.0
chi_clow_to_ohare_0057,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_085,ohare_2026-03-07_1s_15nm_bbox,w_0057,0.0,0.7,0.0,0.3,0.39999999999999997,-1.0,-0.39999999999999997
chi_clow_to_ohare_0058,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_086,ohare_2026-03-07_1s_15nm_bbox,w_0058,0.0,0.7,0.1,0.2,0.39999999999999997,-0.8,-0.5999999999999999
chi_clow_to_ohare_0059,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_087,ohare_2026-03-07_1s_15nm_bbox,w_0059,0.0,0.7,0.2,0.1,0.3999999999999999,-0.6,-0.7999999999999999
chi_clow_to_ohare_0060,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_030,ohare_2026-03-07_1s_15nm_bbox,w_0060,0.0,0.7,0.3,0.0,0.39999999999999997,-0.39999999999999997,-1.0
chi_clow_to_ohare_0061,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_088,ohare_2026-03-07_1s_15nm_bbox,w_0061,0.0,0.8,0.0,0.2,0.6000000000000001,-1.0,-0.6000000000000001
chi_clow_to_ohare_0062,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_089,ohare_2026-03-07_1s_15nm_bbox,w_0062,0.0,0.8,0.1,0.1,0.6000000000000001,-0.8,-0.8
chi_clow_to_ohare_0063,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_090,ohare_2026-03-07_1s_15nm_bbox,w_0063,0.0,0.8,0.2,0.0,0.6000000000000001,-0.6000000000000001,-1.0
chi_clow_to_ohare_0064,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_091,ohare_2026-03-07_1s_15nm_bbox,w_0064,0.0,0.9,0.0,0.1,0.8,-1.0,-0.8
chi_clow_to_ohare_0065,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_092,ohare_2026-03-07_1s_15nm_bbox,w_0065,0.0,0.9,0.1,0.0,0.8,-0.8,-1.0
chi_clow_to_ohare_0066,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_093,ohare_2026-03-07_1s_15nm_bbox,w_0066,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0
chi_clow_to_ohare_0067,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_094,ohare_2026-03-07_1s_15nm_bbox,w_0067,0.1,0.0,0.0,0.9,-0.8,-0.8,1.0
chi_clow_to_ohare_0068,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_031,ohare_2026-03-07_1s_15nm_bbox,w_0068,0.1,0.0,0.1,0.8,-0.8,-0.6000000000000001,0.8
chi_clow_to_ohare_0069,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_095,ohare_2026-03-07_1s_15nm_bbox,w_0069,0.1,0.0,0.2,0.7,-0.7999999999999999,-0.3999999999999999,0.6
chi_clow_to_ohare_0070,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_096,ohare_2026-03-07_1s_15nm_bbox,w_0070,0.1,0.0,0.3,0.6,-0.7999999999999999,-0.19999999999999996,0.4
chi_clow_to_ohare_0071,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_097,ohare_2026-03-07_1s_15nm_bbox,w_0071,0.1,0.0,0.4,0.5,-0.8,0.0,0.19999999999999996
chi_clow_to_ohare_0072,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_098,ohare_2026-03-07_1s_15nm_bbox,w_0072,0.1,0.0,0.5,0.4,-0.8,0.19999999999999996,0.0
chi_clow_to_ohare_0073,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_099,ohare_2026-03-07_1s_15nm_bbox,w_0073,0.1,0.0,0.6,0.3,-0.8,0.39999999999999997,-0.2
chi_clow_to_ohare_0074,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_100,ohare_2026-03-07_1s_15nm_bbox,w_0074,0.1,0.0,0.7,0.2,-0.8,0.5999999999999999,-0.39999999999999997
chi_clow_to_ohare_0075,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_101,ohare_2026-03-07_1s_15nm_bbox,w_0075,0.1,0.0,0.8,0.1,-0.8,0.8,-0.6000000000000001
chi_clow_to_ohare_0076,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_102,ohare_2026-03-07_1s_15nm_bbox,w_0076,0.1,0.0,0.9,0.0,-0.8,1.0,-0.8
chi_clow_to_ohare_0077,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0077,0.1,0.1,0.0,0.8,-0.6000000000000001,-0.8,0.8
chi_clow_to_ohare_0078,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_032,ohare_2026-03-07_1s_15nm_bbox,w_0078,0.1,0.1,0.1,0.7,-0.6,-0.6,0.6
chi_clow_to_ohare_0079,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_103,ohare_2026-03-07_1s_15nm_bbox,w_0079,0.1,0.1,0.2,0.6,-0.6,-0.39999999999999997,0.39999999999999997
chi_clow_to_ohare_0080,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_104,ohare_2026-03-07_1s_15nm_bbox,w_0080,0.1,0.1,0.3,0.5,-0.6,-0.2,0.2
chi_clow_to_ohare_0081,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_105,ohare_2026-03-07_1s_15nm_bbox,w_0081,0.1,0.1,0.4,0.4,-0.6000000000000001,0.0,0.0
chi_clow_to_ohare_0082,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_033,ohare_2026-03-07_1s_15nm_bbox,w_0082,0.1,0.1,0.5,0.3,-0.6,0.2,-0.2
chi_clow_to_ohare_0083,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_106,ohare_2026-03-07_1s_15nm_bbox,w_0083,0.1,0.1,0.6,0.2,-0.6,0.39999999999999997,-0.39999999999999997
chi_clow_to_ohare_0084,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_107,ohare_2026-03-07_1s_15nm_bbox,w_0084,0.1,0.1,0.7,0.1,-0.6,0.6,-0.6
chi_clow_to_ohare_0085,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_108,ohare_2026-03-07_1s_15nm_bbox,w_0085,0.1,0.1,0.8,0.0,-0.6000000000000001,0.8,-0.8
chi_clow_to_ohare_0086,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0086,0.1,0.2,0.0,0.7,-0.3999999999999999,-0.7999999999999999,0.6
chi_clow_to_ohare_0087,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_109,ohare_2026-03-07_1s_15nm_bbox,w_0087,0.1,0.2,0.1,0.6,-0.3999999999999999,-0.6,0.39999999999999997
chi_clow_to_ohare_0088,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_110,ohare_2026-03-07_1s_15nm_bbox,w_0088,0.1,0.2,0.2,0.5,-0.39999999999999997,-0.4,0.19999999999999996
chi_clow_to_ohare_0089,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_111,ohare_2026-03-07_1s_15nm_bbox,w_0089,0.1,0.2,0.3,0.4,-0.39999999999999997,-0.20000000000000004,0.0
chi_clow_to_ohare_0090,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0090,0.1,0.2,0.4,0.3,-0.39999999999999997,5.551115123125783e-17,-0.2
chi_clow_to_ohare_0091,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0091,0.1,0.2,0.5,0.2,-0.39999999999999997,0.2,-0.39999999999999997
chi_clow_to_ohare_0092,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_112,ohare_2026-03-07_1s_15nm_bbox,w_0092,0.1,0.2,0.6,0.1,-0.3999999999999999,0.4,-0.6
chi_clow_to_ohare_0093,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_034,ohare_2026-03-07_1s_15nm_bbox,w_0093,0.1,0.2,0.7,0.0,-0.3999999999999999,0.6,-0.7999999999999999
chi_clow_to_ohare_0094,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_113,ohare_2026-03-07_1s_15nm_bbox,w_0094,0.1,0.3,0.0,0.6,-0.19999999999999996,-0.7999999999999999,0.4
chi_clow_to_ohare_0095,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_114,ohare_2026-03-07_1s_15nm_bbox,w_0095,0.1,0.3,0.1,0.5,-0.19999999999999996,-0.6,0.2
chi_clow_to_ohare_0096,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0096,0.1,0.3,0.2,0.4,-0.2,-0.4,0.0
chi_clow_to_ohare_0097,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_018,ohare_2026-03-07_1s_15nm_bbox,w_0097,0.1,0.3,0.3,0.3,-0.19999999999999996,-0.19999999999999998,-0.2
chi_clow_to_ohare_0098,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0098,0.1,0.3,0.4,0.2,-0.2,2.7755575615628914e-17,-0.39999999999999997
chi_clow_to_ohare_0099,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0099,0.1,0.3,0.5,0.1,-0.19999999999999998,0.20000000000000004,-0.6
chi_clow_to_ohare_0100,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_034,ohare_2026-03-07_1s_15nm_bbox,w_0100,0.1,0.3,0.6,0.0,-0.19999999999999996,0.4,-0.7999999999999999
chi_clow_to_ohare_0101,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_115,ohare_2026-03-07_1s_15nm_bbox,w_0101,0.1,0.4,0.0,0.5,0.0,-0.8,0.19999999999999996
chi_clow_to_ohare_0102,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_035,ohare_2026-03-07_1s_15nm_bbox,w_0102,0.1,0.4,0.1,0.4,0.0,-0.6000000000000001,0.0
chi_clow_to_ohare_0103,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0103,0.1,0.4,0.2,0.3,0.0,-0.4,-0.2
chi_clow_to_ohare_0104,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_018,ohare_2026-03-07_1s_15nm_bbox,w_0104,0.1,0.4,0.3,0.2,0.0,-0.20000000000000007,-0.4000000000000001
chi_clow_to_ohare_0105,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_018,ohare_2026-03-07_1s_15nm_bbox,w_0105,0.1,0.4,0.4,0.1,-2.7755575615628914e-17,-2.7755575615628914e-17,-0.6000000000000001
chi_clow_to_ohare_0106,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_019,ohare_2026-03-07_1s_15nm_bbox,w_0106,0.1,0.4,0.5,0.0,0.0,0.19999999999999996,-0.8
chi_clow_to_ohare_0107,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_008,ohare_2026-03-07_1s_15nm_bbox,w_0107,0.1,0.5,0.0,0.4,0.19999999999999996,-0.8,0.0
chi_clow_to_ohare_0108,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_116,ohare_2026-03-07_1s_15nm_bbox,w_0108,0.1,0.5,0.1,0.3,0.2,-0.6000000000000001,-0.2
chi_clow_to_ohare_0109,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0109,0.1,0.5,0.2,0.2,0.19999999999999996,-0.4,-0.4000000000000001
chi_clow_to_ohare_0110,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_117,ohare_2026-03-07_1s_15nm_bbox,w_0110,0.1,0.5,0.3,0.1,0.19999999999999998,-0.20000000000000004,-0.6
chi_clow_to_ohare_0111,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_036,ohare_2026-03-07_1s_15nm_bbox,w_0111,0.1,0.5,0.4,0.0,0.19999999999999996,0.0,-0.8
chi_clow_to_ohare_0112,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_118,ohare_2026-03-07_1s_15nm_bbox,w_0112,0.1,0.6,0.0,0.3,0.39999999999999997,-0.8,-0.2
chi_clow_to_ohare_0113,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0113,0.1,0.6,0.1,0.2,0.39999999999999997,-0.6000000000000001,-0.39999999999999997
chi_clow_to_ohare_0114,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_007,ohare_2026-03-07_1s_15nm_bbox,w_0114,0.1,0.6,0.2,0.1,0.3999999999999999,-0.4,-0.6
chi_clow_to_ohare_0115,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_036,ohare_2026-03-07_1s_15nm_bbox,w_0115,0.1,0.6,0.3,0.0,0.39999999999999997,-0.2,-0.8
chi_clow_to_ohare_0116,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_119,ohare_2026-03-07_1s_15nm_bbox,w_0116,0.1,0.7,0.0,0.2,0.5999999999999999,-0.8,-0.39999999999999997
chi_clow_to_ohare_0117,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_120,ohare_2026-03-07_1s_15nm_bbox,w_0117,0.1,0.7,0.1,0.1,0.6,-0.6,-0.6
chi_clow_to_ohare_0118,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_121,ohare_2026-03-07_1s_15nm_bbox,w_0118,0.1,0.7,0.2,0.0,0.5999999999999999,-0.39999999999999997,-0.8
chi_clow_to_ohare_0119,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_122,ohare_2026-03-07_1s_15nm_bbox,w_0119,0.1,0.8,0.0,0.1,0.8,-0.8,-0.6000000000000001
chi_clow_to_ohare_0120,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_123,ohare_2026-03-07_1s_15nm_bbox,w_0120,0.1,0.8,0.1,0.0,0.8,-0.6000000000000001,-0.8
chi_clow_to_ohare_0121,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_124,ohare_2026-03-07_1s_15nm_bbox,w_0121,0.1,0.9,0.0,0.0,1.0,-0.8,-0.8
chi_clow_to_ohare_0122,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0122,0.2,0.0,0.0,0.8,-0.6000000000000001,-0.6000000000000001,1.0
chi_clow_to_ohare_0123,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0123,0.2,0.0,0.1,0.7,-0.6,-0.3999999999999999,0.7999999999999999
chi_clow_to_ohare_0124,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_031,ohare_2026-03-07_1s_15nm_bbox,w_0124,0.2,0.0,0.2,0.6,-0.6,-0.19999999999999996,0.6
chi_clow_to_ohare_0125,clow_to_ohare,Clow International Airport to O'Hare International Airport,variant_125,ohare_2026-03-07_1s_15nm_bbox,w_0125,0.2,0.0,0.3,0.5,-0.6,0.0,0.4
