route_run_id,route_pair,route_pair_label,route_variant,traffic_dataset,weight_id,distance_weight,population_weight,traffic_weight,airspace_weight,barycentric_x,barycentric_y,barycentric_z
chi_clow_to_midway_0190,clow_to_midway,Clow International Airport to Midway International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0190,0.3,0.3,0.2,0.2,0.19999999999999996,0.0,0.0
chi_clow_to_midway_0191,clow_to_midway,Clow International Airport to Midway International Airport,variant_183,ohare_2026-03-07_1s_15nm_bbox,w_0191,0.3,0.3,0.3,0.1,0.19999999999999998,0.19999999999999998,-0.19999999999999998
chi_clow_to_midway_0192,clow_to_midway,Clow International Airport to Midway International Airport,variant_028,ohare_2026-03-07_1s_15nm_bbox,w_0192,0.3,0.3,0.4,0.0,0.19999999999999996,0.4,-0.4
chi_clow_to_midway_0193,clow_to_midway,Clow International Airport to Midway International Airport,variant_029,ohare_2026-03-07_1s_15nm_bbox,w_0193,0.3,0.4,0.0,0.3,0.39999999999999997,-0.4,0.19999999999999996
chi_clow_to_midway_0194,clow_to_midway,Clow International Airport to Midway International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0194,0.3,0.4,0.1,0.2,0.39999999999999997,-0.20000000000000004,-2.7755575615628914e-17
chi_clow_to_midway_0195,clow_to_midway,Clow International Airport to Midway International Airport,variant_184,ohare_2026-03-07_1s_15nm_bbox,w_0195,0.3,0.4,0.2,0.1,0.3999999999999999,-2.7755575615628914e-17,-0.20000000000000004
chi_clow_to_midway_0196,clow_to_midway,Clow International Airport to Midway International Airport,variant_185,ohare_2026-03-07_1s_15nm_bbox,w_0196,0.3,0.4,0.3,0.0,0.39999999999999997,0.19999999999999996,-0.4
chi_clow_to_midway_0197,clow_to_midway,Clow International Airport to Midway International Airport,variant_030,ohare_2026-03-07_1s_15nm_bbox,w_0197,0.3,0.5,0.0,0.2,0.6000000000000001,-0.4,0.0
chi_clow_to_midway_0198,clow_to_midway,Clow International Airport to Midway International Airport,variant_186,ohare_2026-03-07_1s_15nm_bbox,w_0198,0.3,0.5,0.1,0.1,0.6000000000000001,-0.2,-0.20000000000000004
chi_clow_to_midway_0199,clow_to_midway,Clow International Airport to Midway International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0199,0.3,0.5,0.2,0.0,0.6000000000000001,0.0,-0.4
chi_clow_to_midway_0200,clow_to_midway,Clow International Airport to Midway International Airport,variant_010,ohare_2026-03-07_1s_15nm_bbox,w_0200,0.3,0.6,0.0,0.1,0.7999999999999999,-0.4,-0.19999999999999998
chi_clow_to_midway_0201,clow_to_midway,Clow International Airport to Midway International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0201,0.3,0.6,0.1,0.0,0.7999999999999999,-0.19999999999999998,-0.4
chi_clow_to_midway_0202,clow_to_midway,Clow International Airport to Midway International Airport,variant_187,ohare_2026-03-07_1s_15nm_bbox,w_0202,0.3,0.7,0.0,0.0,1.0,-0.39999999999999997,-0.39999999999999997
chi_clow_to_midway_0203,clow_to_midway,Clow International Airport to Midway International Airport,variant_188,ohare_2026-03-07_1s_15nm_bbox,w_0203,0.4,0.0,0.0,0.6,-0.19999999999999996,-0.19999999999999996,1.0
chi_clow_to_midway_0204,clow_to_midway,Clow International Airport to Midway International Airport,variant_189,ohare_2026-03-07_1s_15nm_bbox,w_0204,0.4,0.0,0.1,0.5,-0.19999999999999996,0.0,0.8
chi_clow_to_midway_0205,clow_to_midway,Clow International Airport to Midway International Airport,variant_190,ohare_2026-03-07_1s_15nm_bbox,w_0205,0.4,0.0,0.2,0.4,-0.2,0.20000000000000007,0.6000000000000001
chi_clow_to_midway_0206,clow_to_midway,Clow International Airport to Midway International Airport,variant_191,ohare_2026-03-07_1s_15nm_bbox,w_0206,0.4,0.0,0.3,0.3,-0.19999999999999996,0.39999999999999997,0.4
chi_clow_to_midway_0207,clow_to_midway,Clow International Airport to Midway International Airport,variant_192,ohare_2026-03-07_1s_15nm_bbox,w_0207,0.4,0.0,0.4,0.2,-0.2,0.6000000000000001,0.2
chi_clow_to_midway_0208,clow_to_midway,Clow International Airport to Midway International Airport,variant_193,ohare_2026-03-07_1s_15nm_bbox,w_0208,0.4,0.0,0.5,0.1,-0.19999999999999998,0.8,2.7755575615628914e-17
chi_clow_to_midway_0209,clow_to_midway,Clow International Airport to Midway International Airport,variant_194,ohare_2026-03-07_1s_15nm_bbox,w_0209,0.4,0.0,0.6,0.0,-0.19999999999999996,1.0,-0.19999999999999996
chi_clow_to_midway_0210,clow_to_midway,Clow International Airport to Midway International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0210,0.4,0.1,0.0,0.5,0.0,-0.19999999999999996,0.8
chi_clow_to_midway_0211,clow_to_midway,Clow International Airport to Midway International Airport,variant_195,ohare_2026-03-07_1s_15nm_bbox,w_0211,0.4,0.1,0.1,0.4,0.0,0.0,0.6000000000000001
chi_clow_to_midway_0212,clow_to_midway,Clow International Airport to Midway International Airport,variant_196,ohare_2026-03-07_1s_15nm_bbox,w_0212,0.4,0.1,0.2,0.3,0.0,0.2,0.4
chi_clow_to_midway_0213,clow_to_midway,Clow International Airport to Midway International Airport,variant_197,ohare_2026-03-07_1s_15nm_bbox,w_0213,0.4,0.1,0.3,0.2,0.0,0.4000000000000001,0.20000000000000007
chi_clow_to_midway_0214,clow_to_midway,Clow International Airport to Midway International Airport,variant_198,ohare_2026-03-07_1s_15nm_bbox,w_0214,0.4,0.1,0.4,0.1,-2.7755575615628914e-17,0.6000000000000001,2.7755575615628914e-17
chi_clow_to_midway_0215,clow_to_midway,Clow International Airport to Midway International Airport,variant_199,ohare_2026-03-07_1s_15nm_bbox,w_0215,0.4,0.1,0.5,0.0,0.0,0.8,-0.19999999999999996
chi_clow_to_midway_0216,clow_to_midway,Clow International Airport to Midway International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0216,0.4,0.2,0.0,0.4,0.20000000000000007,-0.2,0.6000000000000001
chi_clow_to_midway_0217,clow_to_midway,Clow International Airport to Midway International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0217,0.4,0.2,0.1,0.3,0.20000000000000012,5.551115123125783e-17,0.4
chi_clow_to_midway_0218,clow_to_midway,Clow International Airport to Midway International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0218,0.4,0.2,0.2,0.2,0.20000000000000007,0.2,0.2
chi_clow_to_midway_0219,clow_to_midway,Clow International Airport to Midway International Airport,variant_011,ohare_2026-03-07_1s_15nm_bbox,w_0219,0.4,0.2,0.3,0.1,0.2000000000000001,0.4,2.7755575615628914e-17
chi_clow_to_midway_0220,clow_to_midway,Clow International Airport to Midway International Airport,variant_200,ohare_2026-03-07_1s_15nm_bbox,w_0220,0.4,0.2,0.4,0.0,0.20000000000000007,0.6000000000000001,-0.2
chi_clow_to_midway_0221,clow_to_midway,Clow International Airport to Midway International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0221,0.4,0.3,0.0,0.3,0.39999999999999997,-0.19999999999999996,0.4
chi_clow_to_midway_0222,clow_to_midway,Clow International Airport to Midway International Airport,variant_201,ohare_2026-03-07_1s_15nm_bbox,w_0222,0.4,0.3,0.1,0.2,0.39999999999999997,2.7755575615628914e-17,0.20000000000000004
chi_clow_to_midway_0223,clow_to_midway,Clow International Airport to Midway International Airport,variant_202,ohare_2026-03-07_1s_15nm_bbox,w_0223,0.4,0.3,0.2,0.1,0.3999999999999999,0.20000000000000004,2.7755575615628914e-17
chi_clow_to_midway_0224,clow_to_midway,Clow International Airport to Midway International Airport,variant_031,ohare_2026-03-07_1s_15nm_bbox,w_0224,0.4,0.3,0.3,0.0,0.39999999999999997,0.4,-0.19999999999999996
chi_clow_to_midway_0225,clow_to_midway,Clow International Airport to Midway International Airport,variant_029,ohare_2026-03-07_1s_15nm_bbox,w_0225,0.4,0.4,0.0,0.2,0.6000000000000001,-0.2,0.2
chi_clow_to_midway_0226,clow_to_midway,Clow International Airport to Midway International Airport,variant_009,ohare_2026-03-07_1s_15nm_bbox,w_0226,0.4,0.4,0.1,0.1,0.6000000000000001,0.0,0.0
chi_clow_to_midway_0227,clow_to_midway,Clow International Airport to Midway International Airport,variant_203,ohare_2026-03-07_1s_15nm_bbox,w_0227,0.4,0.4,0.2,0.0,0.6000000000000001,0.2,-0.2
chi_clow_to_midway_0228,clow_to_midway,Clow International Airport to Midway International Airport,variant_204,ohare_2026-03-07_1s_15nm_bbox,w_0228,0.4,0.5,0.0,0.1,0.8,-0.19999999999999998,2.7755575615628914e-17
chi_clow_to_midway_0229,clow_to_midway,Clow International Airport to Midway International Airport,variant_002,ohare_2026-03-07_1s_15nm_bbox,w_0229,0.4,0.5,0.1,0.0,0.8,2.7755575615628914e-17,-0.19999999999999998
chi_clow_to_midway_0230,clow_to_midway,Clow International Airport to Midway International Airport,variant_032,ohare_2026-03-07_1s_15nm_bbox,w_0230,0.4,0.6,0.0,0.0,1.0,-0.19999999999999996,-0.19999999999999996
chi_clow_to_midway_0231,clow_to_midway,Clow International Airport to Midway International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0231,0.5,0.0,0.0,0.5,0.0,0.0,1.0
chi_clow_to_midway_0232,clow_to_midway,Clow International Airport to Midway International Airport,variant_205,ohare_2026-03-07_1s_15nm_bbox,w_0232,0.5,0.0,0.1,0.4,0.0,0.19999999999999996,0.8
chi_clow_to_midway_0233,clow_to_midway,Clow International Airport to Midway International Airport,variant_033,ohare_2026-03-07_1s_15nm_bbox,w_0233,0.5,0.0,0.2,0.3,0.0,0.39999999999999997,0.6
chi_clow_to_midway_0234,clow_to_midway,Clow International Airport to Midway International Airport,variant_034,ohare_2026-03-07_1s_15nm_bbox,w_0234,0.5,0.0,0.3,0.2,0.0,0.6000000000000001,0.4
chi_clow_to_midway_0235,clow_to_midway,Clow International Airport to Midway International Airport,variant_206,ohare_2026-03-07_1s_15nm_bbox,w_0235,0.5,0.0,0.4,0.1,-2.7755575615628914e-17,0.8,0.19999999999999998
chi_clow_to_midway_0236,clow_to_midway,Clow International Airport to Midway International Airport,variant_207,ohare_2026-03-07_1s_15nm_bbox,w_0236,0.5,0.0,0.5,0.0,0.0,1.0,0.0
chi_clow_to_midway_0237,clow_to_midway,Clow International Airport to Midway International Airport,variant_035,ohare_2026-03-07_1s_15nm_bbox,w_0237,0.5,0.1,0.0,0.4,0.19999999999999996,0.0,0.8
chi_clow_to_midway_0238,clow_to_midway,Clow International Airport to Midway International Airport,variant_208,ohare_2026-03-07_1s_15nm_bbox,w_0238,0.5,0.1,0.1,0.3,0.2,0.2,0.6000000000000001
chi_clow_to_midway_0239,clow_to_midway,Clow International Airport to Midway International Airport,variant_036,ohare_2026-03-07_1s_15nm_bbox,w_0239,0.5,0.1,0.2,0.2,0.19999999999999996,0.4000000000000001,0.4
chi_clow_to_midway_0240,clow_to_midway,Clow International Airport to Midway International Airport,variant_036,ohare_2026-03-07_1s_15nm_bbox,w_0240,0.5,0.1,0.3,0.1,0.19999999999999998,0.6,0.20000000000000004
chi_clow_to_midway_0241,clow_to_midway,Clow International Airport to Midway International Airport,variant_037,ohare_2026-03-07_1s_15nm_bbox,w_0241,0.5,0.1,0.4,0.0,0.19999999999999996,0.8,0.0
chi_clow_to_midway_0242,clow_to_midway,Clow International Airport to Midway International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0242,0.5,0.2,0.0,0.3,0.39999999999999997,0.0,0.6
chi_clow_to_midway_0243,clow_to_midway,Clow International Airport to Midway International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0243,0.5,0.2,0.1,0.2,0.39999999999999997,0.2,0.4
chi_clow_to_midway_0244,clow_to_midway,Clow International Airport to Midway International Airport,variant_209,ohare_2026-03-07_1s_15nm_bbox,w_0244,0.5,0.2,0.2,0.1,0.3999999999999999,0.4,0.19999999999999998
chi_clow_to_midway_0245,clow_to_midway,Clow International Airport to Midway International Airport,variant_037,ohare_2026-03-07_1s_15nm_bbox,w_0245,0.5,0.2,0.3,0.0,0.39999999999999997,0.6,0.0
chi_clow_to_midway_0246,clow_to_midway,Clow International Airport to Midway International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0246,0.5,0.3,0.0,0.2,0.6000000000000001,0.0,0.4
chi_clow_to_midway_0247,clow_to_midway,Clow International Airport to Midway International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0247,0.5,0.3,0.1,0.1,0.6000000000000001,0.20000000000000004,0.2
chi_clow_to_midway_0248,clow_to_midway,Clow International Airport to Midway International Airport,variant_031,ohare_2026-03-07_1s_15nm_bbox,w_0248,0.5,0.3,0.2,0.0,0.6000000000000001,0.4,0.0
chi_clow_to_midway_0249,clow_to_midway,Clow International Airport to Midway International Airport,variant_030,ohare_2026-03-07_1s_15nm_bbox,w_0249,0.5,0.4,0.0,0.1,0.8,-2.7755575615628914e-17,0.19999999999999998
chi_clow_to_midway_0250,clow_to_midway,Clow International Airport to Midway International Airport,variant_210,ohare_2026-03-07_1s_15nm_bbox,w_0250,0.5,0.4,0.1,0.0,0.8,0.19999999999999998,-2.7755575615628914e-17
chi_clow_to_midway_0251,clow_to_midway,Clow International Airport to Midway International Airport,variant_032,ohare_2026-03-07_1s_15nm_bbox,w_0251,0.5,0.5,0.0,0.0,1.0,0.0,0.0
chi_clow_to_midway_0252,clow_to_midway,Clow International Airport to Midway International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0252,0.6,0.0,0.0,0.4,0.19999999999999996,0.19999999999999996,1.0
chi_clow_to_midway_0253,clow_to_midway,Clow International Airport to Midway International Airport,variant_038,ohare_2026-03-07_1s_15nm_bbox,w_0253,0.6,0.0,0.1,0.3,0.2,0.39999999999999997,0.8
chi_clow_to_midway_0254,clow_to_midway,Clow International Airport to Midway International Airport,variant_033,ohare_2026-03-07_1s_15nm_bbox,w_0254,0.6,0.0,0.2,0.2,0.19999999999999996,0.6000000000000001,0.6
chi_clow_to_midway_0255,clow_to_midway,Clow International Airport to Midway International Airport,variant_211,ohare_2026-03-07_1s_15nm_bbox,w_0255,0.6,0.0,0.3,0.1,0.19999999999999998,0.7999999999999999,0.4
chi_clow_to_midway_0256,clow_to_midway,Clow International Airport to Midway International Airport,variant_212,ohare_2026-03-07_1s_15nm_bbox,w_0256,0.6,0.0,0.4,0.0,0.19999999999999996,1.0,0.19999999999999996
chi_clow_to_midway_0257,clow_to_midway,Clow International Airport to Midway International Airport,variant_035,ohare_2026-03-07_1s_15nm_bbox,w_0257,0.6,0.1,0.0,0.3,0.39999999999999997,0.2,0.8
chi_clow_to_midway_0258,clow_to_midway,Clow International Airport to Midway International Airport,variant_213,ohare_2026-03-07_1s_15nm_bbox,w_0258,0.6,0.1,0.1,0.2,0.39999999999999997,0.39999999999999997,0.6000000000000001
chi_clow_to_midway_0259,clow_to_midway,Clow International Airport to Midway International Airport,variant_214,ohare_2026-03-07_1s_15nm_bbox,w_0259,0.6,0.1,0.2,0.1,0.3999999999999999,0.6,0.4
chi_clow_to_midway_0260,clow_to_midway,Clow International Airport to Midway International Airport,variant_215,ohare_2026-03-07_1s_15nm_bbox,w_0260,0.6,0.1,0.3,0.0,0.39999999999999997,0.8,0.2
chi_clow_to_midway_0261,clow_to_midway,Clow International Airport to Midway International Airport,variant_001,ohare_2026-03-07_1s_15nm_bbox,w_0261,0.6,0.2,0.0,0.2,0.6000000000000001,0.19999999999999996,0.6
chi_clow_to_midway_0262,clow_to_midway,Clow International Airport to Midway International Airport,variant_005,ohare_2026-03-07_1s_15nm_bbox,w_0262,0.6,0.2,0.1,0.1,0.6000000000000001,0.4,0.3999999999999999
chi_clow_to_midway_0263,clow_to_midway,Clow International Airport to Midway International Airport,variant_216,ohare_2026-03-07_1s_15nm_bbox,w_0263,0.6,0.2,0.2,0.0,0.6000000000000001,0.6,0.19999999999999996
chi_clow_to_midway_0264,clow_to_midway,Clow International Airport to Midway International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0264,0.6,0.3,0.0,0.1,0.7999999999999999,0.19999999999999998,0.4
chi_clow_to_midway_0265,clow_to_midway,Clow International Airport to Midway International Airport,variant_039,ohare_2026-03-07_1s_15nm_bbox,w_0265,0.6,0.3,0.1,0.0,0.7999999999999999,0.4,0.19999999999999998
chi_clow_to_midway_0266,clow_to_midway,Clow International Airport to Midway International Airport,variant_217,ohare_2026-03-07_1s_15nm_bbox,w_0266,0.6,0.4,0.0,0.0,1.0,0.19999999999999996,0.19999999999999996
chi_clow_to_midway_0267,clow_to_midway,Clow International Airport to Midway International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0267,0.7,0.0,0.0,0.3,0.39999999999999997,0.39999999999999997,1.0
chi_clow_to_midway_0268,clow_to_midway,Clow International Airport to Midway International Airport,variant_038,ohare_2026-03-07_1s_15nm_bbox,w_0268,0.7,0.0,0.1,0.2,0.39999999999999997,0.5999999999999999,0.8
chi_clow_to_midway_0269,clow_to_midway,Clow International Airport to Midway International Airport,variant_034,ohare_2026-03-07_1s_15nm_bbox,w_0269,0.7,0.0,0.2,0.1,0.3999999999999999,0.7999999999999999,0.6
chi_clow_to_midway_0270,clow_to_midway,Clow International Airport to Midway International Airport,variant_040,ohare_2026-03-07_1s_15nm_bbox,w_0270,0.7,0.0,0.3,0.0,0.39999999999999997,1.0,0.39999999999999997
chi_clow_to_midway_0271,clow_to_midway,Clow International Airport to Midway International Airport,variant_041,ohare_2026-03-07_1s_15nm_bbox,w_0271,0.7,0.1,0.0,0.2,0.5999999999999999,0.39999999999999997,0.8
chi_clow_to_midway_0272,clow_to_midway,Clow International Airport to Midway International Airport,variant_218,ohare_2026-03-07_1s_15nm_bbox,w_0272,0.7,0.1,0.1,0.1,0.6,0.6,0.6
chi_clow_to_midway_0273,clow_to_midway,Clow International Airport to Midway International Airport,variant_219,ohare_2026-03-07_1s_15nm_bbox,w_0273,0.7,0.1,0.2,0.0,0.5999999999999999,0.8,0.39999999999999997
chi_clow_to_midway_0274,clow_to_midway,Clow International Airport to Midway International Airport,variant_012,ohare_2026-03-07_1s_15nm_bbox,w_0274,0.7,0.2,0.0,0.1,0.7999999999999999,0.3999999999999999,0.6
chi_clow_to_midway_0275,clow_to_midway,Clow International Airport to Midway International Airport,variant_039,ohare_2026-03-07_1s_15nm_bbox,w_0275,0.7,0.2,0.1,0.0,0.7999999999999999,0.6,0.3999999999999999
chi_clow_to_midway_0276,clow_to_midway,Clow International Airport to Midway International Airport,variant_042,ohare_2026-03-07_1s_15nm_bbox,w_0276,0.7,0.3,0.0,0.0,1.0,0.39999999999999997,0.39999999999999997
chi_clow_to_midway_0277,clow_to_midway,Clow International Airport to Midway International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0277,0.8,0.0,0.0,0.2,0.6000000000000001,0.6000000000000001,1.0
chi_clow_to_midway_0278,clow_to_midway,Clow International Airport to Midway International Airport,variant_220,ohare_2026-03-07_1s_15nm_bbox,w_0278,0.8,0.0,0.1,0.1,0.6000000000000001,0.8,0.8
chi_clow_to_midway_0279,clow_to_midway,Clow International Airport to Midway International Airport,variant_221,ohare_2026-03-07_1s_15nm_bbox,w_0279,0.8,0.0,0.2,0.0,0.6000000000000001,1.0,0.6000000000000001
chi_clow_to_midway_0280,clow_to_midway,Clow International Airport to Midway International Airport,variant_041,ohare_2026-03-07_1s_15nm_bbox,w_0280,0.8,0.1,0.0,0.1,0.8,0.6000000000000001,0.8
chi_clow_to_midway_0281,clow_to_midway,Clow International Airport to Midway International Airport,variant_222,ohare_2026-03-07_1s_15nm_bbox,w_0281,0.8,0.1,0.1,0.0,0.8,0.8,0.6000000000000001
chi_clow_to_midway_0282,clow_to_midway,Clow International Airport to Midway International Airport,variant_042,ohare_2026-03-07_1s_15nm_bbox,w_0282,0.8,0.2,0.0,0.0,1.0,0.6000000000000001,0.6000000000000001
chi_clow_to_midway_0283,clow_to_midway,Clow International Airport to Midway International Airport,variant_003,ohare_2026-03-07_1s_15nm_bbox,w_0283,0.9,0.0,0.0,0.1,0.8,0.8,1.0
chi_clow_to_midway_0284,clow_to_midway,Clow International Airport to Midway International Airport,variant_040,ohare_2026-03-07_1s_15nm_bbox,w_0284,0.9,0.0,0.1,0.0,0.8,1.0,0.8
chi_clow_to_midway_0285,clow_to_midway,Clow International Airport to Midway International Airport,variant_223,ohare_2026-03-07_1s_15nm_bbox,w_0285,0.9,0.1,0.0,0.0,1.0,0.8,0.8
chi_clow_to_midway_0286,clow_to_midway,Clow International Airport to Midway International Airport,variant_224,ohare_2026-03-07_1s_15nm_bbox,w_0286,1.0,0.0,0.0,0.0,1.0,1.0,1.0
chi_clow_to_midway_0287,clow_to_midway,Clow International Airport to Midway International Airport,variant_004,ohare_2026-03-07_1s_15nm_bbox,w_0287,0.25,0.25,0.25,0.25,0.0,0.0,0.0
